business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,price_level,rating,reference,scope,types,user_ratings_total,vicinity,permanently_closed,hex_id
OPERATIONAL,"{'location': {'lat': 52.39327249999999, 'lng': 4.6415352}, 'viewport': {'northeast': {'lat': 52.3946378802915, 'lng': 4.642791380291502}, 'southwest': {'lat': 52.3919399197085, 'lng': 4.640093419708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Fresh Food Saigon,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106870523046496088110"">Iekie T.</a>'], 'photo_reference': 'AXQCQNQarOT7jIrlgowjpHcBmfQaSmo39DR3wJlZ_NJJhJLSAYg0eW8UNs7wQAiSB5k3X1sl6eQTMnrNbjefwm4boaAL6djkgpO1q54fopVUV5b7_nIubxwKyaT34NvKFXvw_dcjLcvAJZSCcU1PoDux5nxG25T1TP3-yZFZ9QodxbiKSp2FerlIYFYgSAze1in3JBLnqXa4ZJ1fefUlBgUSNYZqjoYA57owNysvLdLeTL0ZzjGy6CrnA28Ebzfh36qkZfNPFeC1-6eEtvn9Z2LmN1SJxA9LCIQhm3ZDP33aUfKeKCSHuaBZRTzT8bKP6o7ju03cJXgMkqoYzjaNZ_c55GIygT3ABxIRWSRGfpPW-N1WrDVotDkb4YZVkVHfjupMU6MT-TV9mRDl2cFQ6ZZXwT79F_T4nP36rfhtJ5zXDiGM0JKdwzQEeN4Fd1RtPQwkTzPbSWRrRCy0Y-oXDMGBPsvmYBPTM1Xz9UaZS3xcOWq7zXZMDRlmkVUBcw8GFlIUJ8RT11tIzRx-Y5z4aBdhJyzhfpt-BBQqXSNx8FQhBzYr7bsUItdsx16RpbLbJN4DViHIBc15KpAa6fGd914v9CQUIT0-E3JaT-YNXqYR37L6RfjxJ4phdSAvD1313akEpFYQBnbf', 'width': 3024}]",ChIJkz4qoV7vxUcRJEIaWEbKelE,"{'compound_code': '9JVR+8J Haarlem, Netherlands', 'global_code': '9F469JVR+8J'}",,4.6,ChIJkz4qoV7vxUcRJEIaWEbKelE,GOOGLE,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",18,"Generaal Cronjéstraat 36, Haarlem",,881968253bfffff
CLOSED_TEMPORARILY,"{'location': {'lat': 52.3928896, 'lng': 4.6413939}, 'viewport': {'northeast': {'lat': 52.39420468029151, 'lng': 4.642724830291502}, 'southwest': {'lat': 52.39150671970851, 'lng': 4.640026869708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Cactus Cafe,,"[{'height': 1440, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106572654529119582296"">Cactus Cafe</a>'], 'photo_reference': 'AXQCQNQFx9x1xB1BCOeFQUuQ6Xbf9hBjlv42BWL0bU-3MFG3ES3UffZ86Ag4zUXgjkVFGuiHqbR3fXh1IWkO7JwmLOP9-rJGw8FTrqO3Ilk1rNXgMUwVcY-UANwebeajiUeOROfmF4KpJtmbpG-cuMGOiL6Rrhxcbhc4cBWnBn8OkR04vPiq7TaLBJ5n7YqoQQKOfmU32eJeI1LHzDxFT7Akjs9Vka3WdXHiefTQIIankVEGP8hbfC0TF60aG9Z1DOa07EXb9-Maz4xq_nd2xIWagbOGCbYuhgVqdTSv9xPeRHAoM5baPNd04lkc21D9CXeUL3aMsDUD', 'width': 1440}]",ChIJk8FHiyrvxUcRtzdtF8Uy7Gc,"{'compound_code': '9JVR+5H Haarlem, Netherlands', 'global_code': '9F469JVR+5H'}",,5.0,ChIJk8FHiyrvxUcRtzdtF8Uy7Gc,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",9,"Paul Krugerstraat 15, Haarlem",True,881968253bfffff
OPERATIONAL,"{'location': {'lat': 52.3925568, 'lng': 4.641182400000001}, 'viewport': {'northeast': {'lat': 52.39392048029149, 'lng': 4.642446630291503}, 'southwest': {'lat': 52.39122251970849, 'lng': 4.639748669708499}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Eethuis Helal,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105120029600420397990"">Hermes van Amstel</a>'], 'photo_reference': 'AXQCQNSCKaOATaA0CZLtOiDIeN5tPzDuHcmjlnh2wkS-o32XppUm5HPNH71cMt2M9NTICGp3RmM-Rz3Wf_5js5sIDxHfpAaTrRr214EhPNUJuIfcOhXgWM0OKMX0832Yk81jhvvSOwPYLEG8WqgXCsTo8jAZoCa9Feov5qKXM3eKH1XLyAJ8V1NKzrevUS8LxlohI9dxIe7ztQa5AC7eEdr-vFa1OHb9kujgLXlXh7qjHf47iRuVN5mAnHZzY0QUyENJzFk1-eYlL2jLsVd1bXPC2rinweo8c1bZDn_Kqv3Zc3Ei2pSxPx374w7itgtTiJfK0ZoXDK7BkN6EPyCFE8cUm71fvzHz6qrVVulJVjhJ5L4xovXkAzOXASCMTxEa2nmS3oAF4n5s_tO2XiBJ1hLvVzO7D_-rr-i9VzCqd7CFlQjoIUGgOxt4Suei3-BXIpOXn6BJ1Psb5H53QWN0addeIn5aOwxJO4yBVZhhseqZNAS7Bss0FZ6XGUXMT5Mme1e1HdTxbPIiJS8qvQAb9ECCzbEZNLoBGehxWUB7aisv51ApvItCmBq2sxr0Q_03bwGuiZmGbPS3FxwOgvNjv7IPSrumJdaRec_J-w2uQ1v_tI6mDTwtFynWEp2HMndaNpIE80ABKA', 'width': 4032}]",ChIJ16yAUXHvxUcRzqHbfP7PZ8A,"{'compound_code': '9JVR+2F Haarlem, Netherlands', 'global_code': '9F469JVR+2F'}",1.0,3.6,ChIJ16yAUXHvxUcRzqHbfP7PZ8A,GOOGLE,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",379,"Generaal Cronjéstraat 14, Haarlem",,881968253bfffff
OPERATIONAL,"{'location': {'lat': 52.3934247, 'lng': 4.641329199999999}, 'viewport': {'northeast': {'lat': 52.39476983029149, 'lng': 4.642699680291501}, 'southwest': {'lat': 52.3920718697085, 'lng': 4.640001719708496}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Schouten Snacks Haarlem,{'open_now': True},"[{'height': 2850, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105120029600420397990"">Hermes van Amstel</a>'], 'photo_reference': 'AXQCQNSs63SNSMFdl4byHds5k-huMcntNiuuRJMnmrM_8sB70VSCDb-DnxU7aGAc-0-ISi99G15-F55NdAOW3Fy9RJS5UIt8ee3EauGxYP0nFBFzQid0cOray8JXU7DF40TNC3jVPYu5_v8TxF_YuTh1TRvifBg3IbKfGPEuenCRqayUpJrXv5PyLg_3qSI-TAuQ9AqLUThp_cMqFpO-JwduT137lwl6YPyKHfwAj0WF1SZkhwUIoRJKD_v51iFa_9EKFi2-P_vOxrVP_y_m4Xj1WUe_cEEXvuK8LosHtnppp3KSTdrMGRT_zYdohT7Iyi29yU2z9VidYl0bU27ozGn7pMIudpUZMvfCcl4CkHl7lPb4PQcZ0lxcIIzlZftGPhI73oe6sMLt6r0QJ_G3T7zFcxPiP1JqN-8dtSwVfkJbEjKfaMXTN2sWJn8y-xFS3G3bSGzMte11xSnEDn2GROZyJxPidkQliXfObC3B2sN7eQAo1eg_7CUcvaMAzMRdJeQkXEbmoBbL5hh6lz3FtPY4sHHjARizrs8cWGGjNEd0XqeXK4dDjoLYYGRy4102lJC_8VzKvvuBqQrnatcaiPkj055xe7DAI-3-0lh3SpA5flKQHn3dVGICnXyyhH5OFud4rPM10Srh', 'width': 3778}]",ChIJW6hRrnbvxUcRJrYS6W7nhd8,"{'compound_code': '9JVR+9G Haarlem, Netherlands', 'global_code': '9F469JVR+9G'}",2.0,3.9,ChIJW6hRrnbvxUcRJrYS6W7nhd8,GOOGLE,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",81,"Generaal Cronjéstraat 31, Haarlem",,881968253bfffff
OPERATIONAL,"{'location': {'lat': 52.3923685, 'lng': 4.641077599999999}, 'viewport': {'northeast': {'lat': 52.3937274802915, 'lng': 4.642342780291503}, 'southwest': {'lat': 52.3910295197085, 'lng': 4.639644819708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,TenT,{'open_now': True},"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100323325993205787167"">TenT</a>'], 'photo_reference': 'AXQCQNQrHJQNZ5idWPEzCuGt8FXq4p1cHObxq6m3DVEiKDa0WBq6QULXZLbGZOEuI0fE9VAmaJAXrpif2MjVeP3fcyZHluu38-rnaUXfSbZbnnxtIwA0K-qkfbyJYyRtCT4fOvxiwt1BPrSR502RNTx0PkC2sOUz90gb7lDIXhARr4qZltH086ojHrX7mq_GslTDkFFvO6_NXF0uby347OA-2z3b9-4HU0qrEs7SSAyFPfWNadVDlDjV_ApD2kFugUJom2GG0EZwDh5Y1Zyf_-WtIiUtNFv27dhD235XxC_FE-EBxPnfWbFOYRmuHzQcj2iFsXcfqulR90w', 'width': 960}]",ChIJVcX2UHHvxUcRj7vwvxB56XE,"{'compound_code': '9JRR+WC Haarlem, Netherlands', 'global_code': '9F469JRR+WC'}",2.0,4.7,ChIJVcX2UHHvxUcRj7vwvxB56XE,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",303,"Generaal Cronjéstraat 10, Haarlem",,881968253bfffff
OPERATIONAL,"{'location': {'lat': 52.3934089, 'lng': 4.641247900000001}, 'viewport': {'northeast': {'lat': 52.39473798029151, 'lng': 4.642662880291502}, 'southwest': {'lat': 52.39204001970851, 'lng': 4.639964919708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Pizza'dam Haarlem,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116999349567798492947"">Pizza&#39;dam Haarlem</a>'], 'photo_reference': 'AXQCQNRV1F6QE8Xq3-U08q7wpqFJyo8BLUvCgj7ddRraRkXi9AEAUsshpdsyFyeOWXac_9xGzvBJnYDVLlahrZ-pkie_Wtl7MwPbpG8LETZgZ_txlUkG1yCrWyAWfiqtg6mcG-WZHrvzRw_q5RFE_SUtDYBNg8HttVTA-Lf8d7ZL9SQ34wb4hIp0ncLUytKxY3ElWWnuzEmY_Raf77C_Y5576LNrQuqyzVbjKajJEkO0qtiMEtP025tCTWAvsyTY1ZbrSuRPJFofSVuZZd-a5KULe5pXfe5KskH-aINhS-7Ep--Tx00NJDEEGholRbUR-3EgS1tl6Lg9la4', 'width': 4032}]",ChIJtTBqjuHvxUcRZYm-wl1vOR0,"{'compound_code': '9JVR+9F Haarlem, Netherlands', 'global_code': '9F469JVR+9F'}",,4.2,ChIJtTBqjuHvxUcRZYm-wl1vOR0,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",218,"Generaal Cronjéstraat 33, Haarlem",,881968253bfffff
OPERATIONAL,"{'location': {'lat': 52.393004, 'lng': 4.641020999999999}, 'viewport': {'northeast': {'lat': 52.3943025802915, 'lng': 4.642340830291502}, 'southwest': {'lat': 52.3916046197085, 'lng': 4.639642869708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Malu Poke,{'open_now': False},"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112776886403244706434"">Bart Kaptein</a>'], 'photo_reference': 'AXQCQNScSUlYXmijS7aPKn0UNnQ33UK0G_yj_w89WrakJBfpZRapzmm1lraZAheRbMfLMutef7Q5WF7ILps1IpdEA1kzvUgP2n_lCbY9_VRapVhww3_mL9Q6i3LR7_YqYLyISFhA6h7Q-TUsgVHJ_xMtQeI7BgXwZzNzc7RBjegZFshmxJG4CuGTZ8mpCWfYyhFXTWAekhHJUy4ZO0sO2HzZKhkEVYxhvGSyGQwrNZRepY6zphP2nBoM9hT0K-o5qE-KgkrNt2DUn7cxoGsSbKBUy1xSGdOQDvIxIeucLaHFBqK3LuzibpXLCo3RHnlq7vRwdc4H1MsDNWdsvMERpDTHnShcJtgxCGRF5zKPp2BTQHq0JdWzzpcpzzqxmzIv8bT7Qu639yqg8-CHZGEXQGNX2qPh-opiLMZQ5vIUQ9pP8DiXhhyUIHVOMdwa5gn_aurdbHMvAGPj0NcI1ibe4Oq4h5MRyqK0FrlNwoZoXzn9JEAYe_p1zXuDJowe5X2cU2qsbFLJVpg1S8OZkqDwTYA2DZrhn-HReWpZzuq-tI9yPtV8NhlErii3GUJjSqNzaJvavAlFYVxBdtZYCjFcWBR3PupTbIr7kbpj6uHAVHXevxYhobTMdvwNNBZOEszc493KD7IdMLwZ', 'width': 3000}]",ChIJFfm4MdXvxUcRGRP1djV7NAE,"{'compound_code': '9JVR+6C Haarlem, Netherlands', 'global_code': '9F469JVR+6C'}",,4.1,ChIJFfm4MdXvxUcRGRP1djV7NAE,GOOGLE,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",143,"Paul Krugerstraat 9, Haarlem",,881968253bfffff
CLOSED_TEMPORARILY,"{'location': {'lat': 52.39400939999999, 'lng': 4.6415751}, 'viewport': {'northeast': {'lat': 52.3953495302915, 'lng': 4.642974230291502}, 'southwest': {'lat': 52.3926515697085, 'lng': 4.640276269708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Monsieur Poulet,,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106593788622797462353"">Martien Brander</a>'], 'photo_reference': 'AXQCQNTYiCVsmrqageDPKkVI3vYez8ZnuMQUtsxEbnC7ZedNwqf54VJFIwKoTT_3G7PWgQwiJfynA1au6pAn79mLvCfJFrA_Pdin1etRJ2XuAw5CcuXAkvN8QjXh7hrs37BVheSAOTmWqc4pIKxt2VMx85qrmrmar_ahxMwIh1iiLV7bvd7g5r1-PkXMRWKQi6XL8W7WW6lxw8t_UPIA_DQjDbFGqJN8n9ef57jgzo4nLztX9Qu6C9sAyUn_s9fYGL-qqbtb1Th2LOE4EAkZLQt2NDRM3pYb0WhVcxAXJhKZwegXT_AsEh2K5i5l6mcz8NjgaWKCQZsJWbk5imGdKNtJYSebXOi-FtEsPcaRGyYWgyTL0ltNzxVg8UdHNMrZ3wkjFL3Optv7bwqx8BSVVK6_lEtMRIASgMNvIYtpGCQCRc7QeOojqy4XJ2_uqpQsN7XD7JTG5Ua4mXhq1drkMnjgImqK-4a63iznQLxcq-uJhd4jt4qNjFE11WQtAKYRELK4rnuNHoDYH2oYh4MEuMVc4B4Gex-xiN1tagAoWM9b4OGqre9WzMo6dJTtRRqeU3R5MMWyVy911wCm4Hvfh7jnYrKZVxzm2G3mUN8s7V9e8wzxOrhbNzuCfRVH2tug6f706Ej9Vg', 'width': 4032}]",ChIJOaMtBmzvxUcRcg5GkS74Y8s,"{'compound_code': '9JVR+JJ Haarlem, Netherlands', 'global_code': '9F469JVR+JJ'}",,3.3,ChIJOaMtBmzvxUcRcg5GkS74Y8s,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",17,"Generaal Cronjéstraat 57, Haarlem",True,881968253bfffff
OPERATIONAL,"{'location': {'lat': 52.3940204, 'lng': 4.6415837}, 'viewport': {'northeast': {'lat': 52.3953609302915, 'lng': 4.642980180291502}, 'southwest': {'lat': 52.3926629697085, 'lng': 4.640282219708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Roti Queen,{'open_now': True},"[{'height': 768, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106253415819813857678"">Roti Queen</a>'], 'photo_reference': 'AXQCQNQGRyosD20P8rCf5sPbRdQHKzVI5cQ3feRK_WPZ4WhDzpwNOqJi_qlZf_1o_2KbyLeROy2lKs_tIFJtEENcLHMWngo3RFeZnK99jCYIhdxs2-yOekuY3pIuxXMX1us194xqvg-GrKwFXjAnAviy1l3QqI0cLgZRz1XMOD1i9yfe_g5n0gMOFxDdcttGipEx2zNIcojUAoxltHyRA3SQuXGiZBW3P9X793iTExRdtUFiUvvtndTmmONIqNH5-ZGOUkkYvhKtsc1X6SkyxPFeUo0E-fT-qjcgHpouj1ZD-DlcissD1S119IZa9qey3tD4YHJKK9HG', 'width': 1024}]",ChIJf0PVSR7vxUcRvlY__JEIUHg,"{'compound_code': '9JVR+JJ Haarlem, Netherlands', 'global_code': '9F469JVR+JJ'}",,3.7,ChIJf0PVSR7vxUcRvlY__JEIUHg,GOOGLE,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",431,"Generaal Cronjéstraat 57, Haarlem",,881968253bfffff
OPERATIONAL,"{'location': {'lat': 52.3913637, 'lng': 4.6493223}, 'viewport': {'northeast': {'lat': 52.3928119802915, 'lng': 4.650630930291502}, 'southwest': {'lat': 52.3901140197085, 'lng': 4.647932969708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,I love Sushi,{'open_now': False},"[{'height': 1589, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115824055341474374378"">Melisa Eser</a>'], 'photo_reference': 'AXQCQNR3qyR5VSW51Nf1xmph-GrxJGUTn31RF08DxXYZLPCkbWy00M4L8KwFrSo5QPd4GjLfqEeoeCshdO3Kg0GCuIX5DlTZpnZQlTxf71rpRYPRnuNIHiw6GcIEfkCyGiBLpLaGn35JR-MQtEc3QsKF8brhYUG8FDCTLo6WBt5sie-uxAzsZPweIoVzhO1G96LU1K3qR_L24n7MaoWmNjGLtdXVJt6ornJhiRowXcgvB8imR0pHA5xjXugsxdpH5BxnSGCmP_HjvKrKV6w30k6_f19iIJ-B_E46GQrwrwzWNjlUeG9ZivpeGdUnABKxEIxzMu9l5wT1F6zOhEby_v1C8uLxiUinGTmhx7EpvmNPCoK3SsOZs2u1TDBeFggzsP2bQJ-bDhUiZn7pTDYzqiomrlu-ehr8J0yhCwF6apbrihGBsy8LC38sUeJb92rkCNAm9MMO0pbtWjzrL6yJNQZpgEhBVr-p2RBnquEMhDoBaVXfQCVKWD6__DgdpwyctMWJbvMIv7FFsD2YfZtdlqBG_Q17gSOd_pTX7OcA-FvUlEuSCfHm8eBQI_OoEXcTN9nE4bw2hSYi2VzTvuCKYGxyBh4JF1XD1iwjhzFGxhxYcAXlGBqg-VJiNrhUrAUOLoCBYfaeA879', 'width': 2233}]",ChIJMdqA7WvvxUcRGpWZ-K8lxXo,"{'compound_code': '9JRX+GP Haarlem, Netherlands', 'global_code': '9F469JRX+GP'}",2.0,4.1,ChIJMdqA7WvvxUcRGpWZ-K8lxXo,GOOGLE,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",80,"Paul Krugerkade 16 S, Haarlem",,881968253bfffff
OPERATIONAL,"{'location': {'lat': 52.3944605, 'lng': 4.642070699999999}, 'viewport': {'northeast': {'lat': 52.3958236802915, 'lng': 4.643333880291502}, 'southwest': {'lat': 52.3931257197085, 'lng': 4.640635919708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Casa di Papi Gen. Cronjéstraat,{'open_now': True},"[{'height': 2992, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114987434015089271155"">davide angelo Vanoli</a>'], 'photo_reference': 'AXQCQNSpORmRSBq29avFGKLfE5KNUNc-VUlWYPi6NYt_GPZ0ouLVwz8DcCIbjlDddLE8wFCLcTUu3SXMElWFa2_Px66JOu61o1PqUSmhwUjfcUcWH6Q2QTunfwW3xyttHYX-ze_8hc6aCB5hpQ5hn7CPIZdOXdfNbigkW31ASvIzCqGQs1wQ3W0YvQ_rNsUtZYFuslRIJXB7K9RF4oP9wXTVqYV9TcLl9hDyf3kmdbkO--Q78HYtqkt3APT_lBTvZS7pPDDXdCM_fto7B5Y9qam_o_BXaNKVuMS6VarePPvKVGvW3B1svwk80I4lfvcFfIhq_S2IJy3atmeXkuokCDOhS4rrQBSQp1e3XbXvIRD9dOBIabIqYn5LdzHCGHXay-Qwwbr4-Wr3mCTY9ukVUkiFZBgUD5RAutXAiorX2XBFtUYL4XSJaoWCINTSegQYljiwdln0m4y3RsEbBSkSt-tU-SSGST7Y9CgYzVJwECKTjjAG031eLK3EaWE1GdYPhZWJdrW3u7d9zGR_ogw8gx53lxvv8rJ8vswvyfhBwHth0Un_jT-2ZNZ3nPpQL0aUNeIjy7IwV42DRPdBUHdIe-5qpItD3hynDxuVGuKaDHJEJ9-Xp3znv34c0FYOP7SB8sQ8Ubde06Ju', 'width': 2992}]",ChIJ7wSUJgDvxUcRs9plNbpkTg8,"{'compound_code': '9JVR+QR Haarlem, Netherlands', 'global_code': '9F469JVR+QR'}",,4.7,ChIJ7wSUJgDvxUcRs9plNbpkTg8,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",153,"Generaal Cronjéstraat 80, Haarlem",,881968253bfffff
